Дата,Цена Bitcoin,Цена Ethereum
2021-01-03,32958.9,974.97
2021-01-04,32022.6,1042.4
2021-01-05,33991.5,1099.52
2021-01-06,36793.2,1207.77
2021-01-07,39460.2,1224.35
2021-01-08,40599.3,1215.73
2021-01-09,40151.9,1275.58
2021-01-10,38192.2,1256.04
2021-01-11,35544.3,1091.47
2021-01-12,34076.1,1050.19
2021-01-13,37382.2,1128.46
2021-01-14,39175.7,1226.17
2021-01-15,36845.8,1171.68
2021-01-16,36019.5,1228.27
2021-01-17,35839.6,1232.64
2021-01-18,36613.2,1258.06
2021-01-19,36002.9,1372.0
2021-01-20,35476.3,1377.53
2021-01-21,30842.1,1117.33
2021-01-22,33000.5,1234.58
2021-01-23,32088.9,1233.4
2021-01-24,32241.3,1390.28
2021-01-25,32252.3,1317.9
2021-01-26,32502.1,1366.27
2021-01-27,30404.0,1247.62
2021-01-28,33374.8,1328.47
2021-01-29,34301.8,1379.3
2021-01-30,34283.1,1376.96
2021-01-31,33108.1,1312.73
2021-02-01,33515.7,1373.4
2021-02-02,35485.2,1511.36
2021-02-03,37646.8,1664.34
2021-02-04,36982.1,1594.0
2021-02-05,38297.6,1719.2
2021-02-06,39256.6,1676.63
2021-02-07,38852.9,1612.99
2021-02-08,46395.7,1750.18
2021-02-09,46508.6,1770.63
2021-02-10,44836.0,1742.09
2021-02-11,47990.7,1786.35
2021-02-12,47371.7,1841.02
2021-02-13,47168.7,1815.49
2021-02-14,48643.4,1801.78
2021-02-15,47936.3,1778.82
2021-02-16,49169.7,1781.69
2021-02-17,52079.2,1847.95
2021-02-18,51582.2,1934.16
2021-02-19,55906.6,1955.59
2021-02-20,55923.7,1913.88
2021-02-21,57433.8,1933.45
2021-02-22,54111.8,1777.28
2021-02-23,48911.2,1578.11
2021-02-24,49697.5,1623.71
2021-02-25,46928.5,1476.15
2021-02-26,46345.6,1445.44
2021-02-27,46136.7,1458.93
2021-02-28,45164.0,1418.76
2021-03-01,49595.5,1570.03
2021-03-02,48424.2,1488.62
2021-03-03,50395.1,1571.05
2021-03-04,48428.0,1538.61
2021-03-05,48792.5,1530.29
2021-03-06,48855.6,1649.19
2021-03-07,50982.3,1728.1
2021-03-08,52311.0,1831.49
2021-03-09,54879.0,1869.1
2021-03-10,55851.9,1794.14
2021-03-11,57799.5,1825.79
2021-03-12,57265.1,1766.9
2021-03-13,61195.3,1921.13
2021-03-14,59113.7,1849.06
2021-03-15,55791.3,1792.38
2021-03-16,56889.7,1804.85
2021-03-17,58913.5,1823.35
2021-03-18,57656.0,1776.08
2021-03-19,58088.0,1809.64
2021-03-20,58093.4,1804.6
2021-03-21,57383.8,1783.72
2021-03-22,54158.3,1682.37
2021-03-23,54452.5,1667.9
2021-03-24,52325.4,1582.38
2021-03-25,51322.3,1586.54
2021-03-26,55036.1,1698.6
2021-03-27,55862.9,1713.01
2021-03-28,55765.2,1686.8
2021-03-29,57616.2,1816.69
2021-03-30,58771.3,1841.01
2021-03-31,58763.7,1917.99
2021-04-01,58718.3,1967.96
2021-04-02,58977.3,2134.55
2021-04-03,57059.9,2008.59
2021-04-04,58199.9,2075.94
2021-04-05,58993.4,2106.41
2021-04-06,57996.3,2111.53
2021-04-07,55948.7,1961.46
2021-04-08,58077.4,2079.92
2021-04-09,58118.7,2066.93
2021-04-10,59748.4,2133.79
2021-04-11,59978.7,2151.42
2021-04-12,59863.8,2137.81
2021-04-13,63540.9,2299.93
2021-04-14,62980.4,2431.56
2021-04-15,63216.0,2514.22
2021-04-16,61379.7,2423.18
2021-04-17,60041.9,2318.33
2021-04-18,56207.1,2237.17
2021-04-19,55646.1,2160.63
2021-04-20,56483.2,2332.14
2021-04-21,53820.2,2360.81
2021-04-22,51729.5,2401.1
2021-04-23,51143.6,2367.31
2021-04-24,50088.9,2215.93
2021-04-25,48963.6,2316.48
2021-04-26,54020.5,2533.12
2021-04-27,55036.5,2665.24
2021-04-28,54841.4,2746.54
2021-04-29,53560.8,2757.36
2021-04-30,57720.3,2772.78
2021-05-01,57807.1,2944.66
2021-05-02,56603.8,2950.33
2021-05-03,57169.8,3429.37
2021-05-04,53741.5,3286.71
2021-05-05,57441.3,3522.76
2021-05-06,56405.4,3489.52
2021-05-07,57337.2,3481.22
2021-05-08,58840.1,3905.55
2021-05-09,58238.3,3922.23
2021-05-10,55848.9,3947.9
2021-05-11,56695.7,4167.78
2021-05-12,49384.2,3811.77
2021-05-13,49704.6,3719.62
2021-05-14,49839.8,4075.38
2021-05-15,46708.8,3641.65
2021-05-16,46426.4,3582.12
2021-05-17,43541.3,3279.68
2021-05-18,42897.3,3377.55
2021-05-19,36720.5,2435.69
2021-05-20,40717.2,2777.55
2021-05-21,37297.4,2433.11
2021-05-22,37448.3,2291.6
2021-05-23,34679.7,2101.34
2021-05-24,38750.6,2646.79
2021-05-25,38378.3,2705.09
2021-05-26,39249.2,2884.66
2021-05-27,38417.3,2735.88
2021-05-28,35662.5,2414.29
2021-05-29,34584.6,2276.07
2021-05-30,35652.8,2386.1
2021-05-31,37298.6,2708.47
2021-06-01,36687.6,2633.67
2021-06-02,37555.8,2706.1
2021-06-03,39187.3,2853.35
2021-06-04,36851.3,2686.5
2021-06-05,35520.0,2628.98
2021-06-06,35815.4,2713.66
2021-06-07,33578.0,2592.63
2021-06-08,33382.9,2510.65
2021-06-09,37332.2,2606.23
2021-06-10,36649.4,2469.97
2021-06-11,37314.6,2351.45
2021-06-12,35467.5,2368.47
2021-06-13,39022.9,2508.27
2021-06-14,40529.4,2581.48
2021-06-15,40156.1,2543.83
2021-06-16,38336.0,2367.28
2021-06-17,38052.0,2371.62
2021-06-18,35749.4,2229.53
2021-06-19,35513.4,2166.91
2021-06-20,35595.8,2243.86
2021-06-21,31692.0,1891.18
2021-06-22,32496.4,1876.66
2021-06-23,33674.3,1968.39
2021-06-24,34665.8,1989.14
2021-06-25,31594.0,1810.57
2021-06-26,32243.4,1830.62
2021-06-27,34678.5,1979.88
2021-06-28,34475.9,2083.09
2021-06-29,35834.7,2158.71
2021-06-30,35026.9,2273.84
2021-07-01,33543.6,2109.11
2021-07-02,33813.4,2154.78
2021-07-03,34742.8,2224.7
2021-07-04,35298.2,2323.22
2021-07-05,33687.8,2196.16
2021-07-06,34225.6,2322.72
2021-07-07,33867.8,2316.57
2021-07-08,32866.3,2120.22
2021-07-09,33797.4,2145.89
2021-07-10,33510.6,2111.12
2021-07-11,34227.7,2139.35
2021-07-12,33113.0,2035.09
2021-07-13,32728.1,1940.72
2021-07-14,32820.7,1994.64
2021-07-15,31840.5,1917.21
2021-07-16,31394.0,1878.2
2021-07-17,31518.6,1897.98
2021-07-18,31785.4,1892.42
2021-07-19,30837.2,1818.07
2021-07-20,29793.8,1786.07
2021-07-21,32131.4,1994.49
2021-07-22,32298.9,2024.58
2021-07-23,33603.3,2123.61
2021-07-24,33824.8,2151.85
2021-07-25,35391.1,2189.79
2021-07-26,37276.6,2229.53
2021-07-27,39452.0,2300.22
2021-07-28,40003.2,2299.11
2021-07-29,40001.4,2380.93
2021-07-30,42203.4,2460.95
2021-07-31,41553.7,2532.19
2021-08-01,39878.3,2556.23
2021-08-02,39168.4,2608.04
2021-08-03,38130.3,2506.65
2021-08-04,39736.9,2725.29
2021-08-05,40867.2,2827.21
2021-08-06,42795.4,2889.43
2021-08-07,44614.2,3158.0
2021-08-08,43792.8,3012.07
2021-08-09,46284.3,3162.93
2021-08-10,45593.8,3140.71
2021-08-11,45564.3,3163.66
2021-08-12,44403.4,3043.61
2021-08-13,47809.1,3322.43
2021-08-14,47081.5,3264.69
2021-08-15,46991.3,3308.87
2021-08-16,45996.3,3147.65
2021-08-17,44691.6,3014.58
2021-08-18,44723.8,3016.91
2021-08-19,46755.9,3184.82
2021-08-20,49324.0,3284.21
2021-08-21,48875.8,3223.96
2021-08-22,49254.5,3238.7
2021-08-23,49539.7,3319.49
2021-08-24,47714.7,3173.26
2021-08-25,48994.5,3228.15
2021-08-26,46831.6,3093.54
2021-08-27,49064.3,3273.58
2021-08-28,48897.1,3243.9
2021-08-29,48777.4,3222.16
2021-08-30,46992.7,3225.67
2021-08-31,47130.4,3430.74
2021-09-01,48819.4,3832.73
2021-09-02,49274.3,3786.19
2021-09-03,49999.0,3936.29
2021-09-04,49918.4,3884.97
2021-09-05,51768.6,3950.62
2021-09-06,52672.1,3927.21
2021-09-07,46779.6,3423.12
2021-09-08,46061.4,3495.1
2021-09-09,46385.6,3423.51
2021-09-10,44842.8,3207.27
2021-09-11,45161.9,3267.33
2021-09-12,46062.3,3408.28
2021-09-13,44949.5,3284.52
2021-09-14,47077.5,3428.87
2021-09-15,48130.6,3611.9
2021-09-16,47748.0,3569.43
2021-09-17,47282.8,3398.65
2021-09-18,48306.7,3435.97
2021-09-19,47238.7,3329.12
2021-09-20,42870.6,2976.05
2021-09-21,40651.3,2761.52
2021-09-22,43551.6,3077.78
2021-09-23,44869.2,3152.92
2021-09-24,42819.9,2928.57
2021-09-25,42686.8,2922.55
2021-09-26,43203.4,3063.51
2021-09-27,42172.6,2926.24
2021-09-28,41022.3,2807.28
2021-09-29,41536.8,2851.5
2021-09-30,43823.3,3000.59
2021-10-01,48146.0,3309.13
2021-10-02,47666.9,3388.97
2021-10-03,48200.1,3417.34
2021-10-04,49227.3,3382.9
2021-10-05,51469.3,3517.26
2021-10-06,55323.2,3575.41
2021-10-07,53783.9,3586.0
2021-10-08,53914.7,3559.42
2021-10-09,54942.5,3574.2
2021-10-10,54687.7,3415.03
2021-10-11,57477.3,3545.06
2021-10-12,56015.9,3489.9
2021-10-13,57380.1,3607.28
2021-10-14,57345.8,3790.41
2021-10-15,61672.5,3866.9
2021-10-16,60861.1,3827.55
2021-10-17,61527.5,3845.47
2021-10-18,62056.3,3747.6
2021-10-19,64278.5,3876.78
2021-10-20,65979.1,4159.89
2021-10-21,62210.2,4054.16
2021-10-22,60690.3,3970.94
2021-10-23,61312.5,4168.85
2021-10-24,60866.5,4082.8
2021-10-25,63067.0,4219.92
2021-10-26,60310.8,4129.51
2021-10-27,58438.1,3921.93
2021-10-28,60582.5,4284.9
2021-10-29,62242.8,4413.7
2021-10-30,61840.1,4320.65
2021-10-31,61309.6,4287.56
2021-11-01,60915.3,4320.85
2021-11-02,63221.7,4586.06
2021-11-03,62918.5,4602.21
2021-11-04,61412.6,4535.11
2021-11-05,60974.3,4475.0
2021-11-06,61483.9,4517.36
2021-11-07,63273.2,4612.06
2021-11-08,67527.9,4808.38
2021-11-09,66904.4,4731.83
2021-11-10,64932.6,4634.03
2021-11-11,64806.7,4720.87
2021-11-12,64134.5,4667.31
2021-11-13,64398.6,4644.61
2021-11-14,65508.2,4625.59
2021-11-15,63597.9,4562.98
2021-11-16,60089.1,4208.16
2021-11-17,60367.8,4290.88
2021-11-18,56955.3,4001.87
2021-11-19,58083.4,4295.43
2021-11-20,59717.6,4408.85
2021-11-21,58714.3,4268.08
2021-11-22,56308.8,4086.95
2021-11-23,57573.2,4340.23
2021-11-24,57171.7,4273.54
2021-11-25,58935.1,4520.3
2021-11-26,53730.9,4034.53
2021-11-27,54765.9,4094.8
2021-11-28,57291.5,4296.98
2021-11-29,57794.8,4443.22
2021-11-30,56882.9,4628.9
2021-12-01,57210.3,4583.28
2021-12-02,56496.0,4512.9
2021-12-03,53631.5,4219.3
2021-12-04,49195.2,4123.46
2021-12-05,49405.5,4194.8
2021-12-06,50562.1,4353.31
2021-12-07,50595.2,4307.08
2021-12-08,50473.9,4435.74
2021-12-09,47596.6,4107.69
2021-12-10,47137.2,3903.48
2021-12-11,49314.5,4075.66
2021-12-12,50081.0,4131.78
2021-12-13,46703.6,3781.94
2021-12-14,48366.5,3861.55
2021-12-15,48871.5,4019.24
2021-12-16,47628.2,3956.62
2021-12-17,46172.2,3878.29
2021-12-18,46856.2,3959.83
2021-12-19,46704.5,3925.34
2021-12-20,46895.2,3938.8
2021-12-21,48902.0,4016.59
2021-12-22,48599.7,3979.54
2021-12-23,50801.0,4110.14
2021-12-24,50786.1,4043.39
2021-12-25,50406.4,4093.14
2021-12-26,50779.9,4061.27
2021-12-27,50678.2,4036.24
2021-12-28,47545.2,3791.69
2021-12-29,46461.7,3627.93
2021-12-30,47123.3,3709.57
2021-12-31,46219.5,3677.85
2022-01-01,47738.0,3765.67
2022-01-02,47311.8,3830.67
2022-01-03,46430.2,3764.24
2022-01-04,45837.3,3789.52
2022-01-05,43425.9,3535.86
2022-01-06,43097.5,3407.77
2022-01-07,41546.7,3195.31
2022-01-08,41672.0,3080.02
2022-01-09,41848.3,3150.3
2022-01-10,41832.2,3085.43
2022-01-11,42733.2,3237.89
2022-01-12,43901.0,3370.89
2022-01-13,42560.0,3238.03
2022-01-14,43073.3,3307.9
2022-01-15,43097.0,3327.74
2022-01-16,43079.1,3346.59
2022-01-17,42209.3,3209.35
2022-01-18,42364.6,3160.15
2022-01-19,41677.8,3083.65
2022-01-20,40715.9,3004.72
2022-01-21,36475.5,2571.29
2022-01-22,35075.2,2412.52
2022-01-23,36269.5,2540.81
2022-01-24,36686.3,2441.01
2022-01-25,36950.6,2458.07
2022-01-26,36800.4,2461.41
2022-01-27,37164.3,2424.66
2022-01-28,37745.1,2545.95
2022-01-29,38170.8,2600.02
2022-01-30,37917.7,2602.77
2022-01-31,38498.6,2686.82
2022-02-01,38709.7,2787.16
2022-02-02,36890.2,2681.0
2022-02-03,37287.8,2692.8
2022-02-04,41567.6,2994.99
2022-02-05,41412.1,3013.81
2022-02-06,42392.2,3056.2
2022-02-07,43833.9,3140.18
2022-02-08,44038.2,3115.88
2022-02-09,44388.9,3243.62
2022-02-10,43521.0,3071.83
2022-02-11,42388.4,2927.63
2022-02-12,42205.2,2917.1
2022-02-13,42061.1,2870.25
2022-02-14,42550.3,2929.31
2022-02-15,44544.4,3182.27
2022-02-16,43883.6,3118.9
2022-02-17,40552.8,2894.03
2022-02-18,40000.1,2779.56
2022-02-19,40090.3,2763.81
2022-02-20,38355.0,2619.32
2022-02-21,37017.7,2569.87
2022-02-22,38248.2,2636.13
2022-02-23,37224.6,2578.15
2022-02-24,38339.2,2596.52
2022-02-25,39209.6,2767.53
2022-02-26,39115.5,2776.96
2022-02-27,37689.1,2616.34
2022-02-28,43188.2,2922.5
2022-03-01,44420.3,2975.81
2022-03-02,43912.8,2947.14
2022-03-03,42463.0,2834.91
2022-03-04,39142.7,2622.15
2022-03-05,39395.8,2665.42
2022-03-06,38403.1,2549.4
2022-03-07,38024.8,2492.53
2022-03-08,38744.8,2577.21
2022-03-09,41929.0,2726.94
2022-03-10,39416.3,2606.5
2022-03-11,38730.2,2556.96
2022-03-12,38814.3,2569.8
2022-03-13,37792.4,2516.75
2022-03-14,39671.1,2589.3
2022-03-15,39285.7,2617.43
2022-03-16,41118.7,2773.94
2022-03-17,40914.8,2812.29
2022-03-18,41767.8,2939.76
2022-03-19,42233.0,2949.92
2022-03-20,41276.0,2861.69
2022-03-21,41022.0,2891.63
2022-03-22,42373.0,2969.64
2022-03-23,42912.0,3036.12
2022-03-24,44013.0,3109.25
2022-03-25,44331.0,3103.51
2022-03-26,44548.0,3146.01
2022-03-27,46859.0,3297.04
2022-03-28,47105.0,3329.38
2022-03-29,47449.0,3401.89
2022-03-30,47075.0,3385.64
2022-03-31,45525.0,3282.35
2022-04-01,46297.0,3456.18
2022-04-02,45811.0,3442.34
2022-04-03,46407.0,3521.1
2022-04-04,46629.0,3520.41
2022-04-05,45506.0,3406.78
2022-04-06,43173.0,3169.58
2022-04-07,43448.0,3228.84
2022-04-08,42275.0,3193.93
2022-04-09,42767.0,3259.35
2022-04-10,42138.0,3201.84
2022-04-11,39497.0,2978.29
2022-04-12,40078.0,3027.25
2022-04-13,41133.0,3116.92
2022-04-14,39936.0,3021.93
2022-04-15,40560.0,3042.01
2022-04-16,40382.0,3058.96
2022-04-17,39703.0,2989.05
2022-04-18,40803.0,3055.64
2022-04-19,41503.0,3102.01
2022-04-20,41368.0,3076.38
2022-04-21,40482.0,2983.95
2022-04-22,39709.0,2963.0
2022-04-23,39418.0,2931.9
2022-04-24,39464.0,2922.03
2022-04-25,40427.0,3006.04
2022-04-26,38113.0,2810.42
2022-04-27,39243.0,2888.99
2022-04-28,39748.0,2937.01
2022-04-29,38581.0,2816.66
2022-04-30,37650.0,2727.18
2022-05-01,38461.0,2825.8
2022-05-02,38514.0,2856.01
2022-05-03,37718.0,2781.47
2022-05-04,39688.0,2940.7
2022-05-05,36544.0,2747.46
2022-05-06,36009.0,2692.88
2022-05-07,35468.0,2636.03
2022-05-08,34060.0,2519.98
2022-05-09,30095.0,2229.1
2022-05-10,31007.5,2342.3
2022-05-11,29068.2,2080.79
2022-05-12,28976.0,1955.36
2022-05-13,29284.4,2009.53
2022-05-14,30080.4,2056.3
2022-05-15,31308.7,2145.86
2022-05-16,29849.0,2022.93
2022-05-17,30437.5,2091.14
2022-05-18,28683.7,1912.12
2022-05-19,30305.9,2019.34
2022-05-20,29178.6,1959.85
2022-05-21,29434.6,1975.12
2022-05-22,30286.6,2043.19
2022-05-23,29093.3,1972.93
2022-05-24,29648.7,1979.35
2022-05-25,29540.6,1942.91
2022-05-26,29203.5,1793.42
2022-05-27,28601.2,1724.3
2022-05-28,29027.1,1792.68
2022-05-29,29465.2,1813.56
2022-05-30,31723.3,1998.46
2022-05-31,31793.4,1941.79
2022-06-01,29798.5,1818.07
2022-06-02,30455.5,1834.64
2022-06-03,29700.9,1775.29
2022-06-04,29864.3,1804.37
2022-06-05,29913.0,1806.71
2022-06-06,31367.6,1859.99
2022-06-07,31128.8,1813.72
2022-06-08,30201.6,1793.0
2022-06-09,30097.8,1788.06
2022-06-10,29083.3,1663.02
2022-06-11,28403.4,1531.42
2022-06-12,26606.3,1435.46
2022-06-13,22448.0,1206.67
2022-06-14,22157.3,1210.84
2022-06-15,22577.9,1237.92
2022-06-16,20386.6,1068.49
2022-06-17,20444.6,1086.47
2022-06-18,18986.5,995.61
2022-06-19,20577.2,1128.39
2022-06-20,20572.3,1128.32
2022-06-21,20720.4,1125.96
2022-06-22,19965.8,1049.02
2022-06-23,21100.7,1144.19
2022-06-24,21226.9,1225.03
2022-06-25,21489.9,1241.76
2022-06-26,21043.5,1198.03
2022-06-27,20730.2,1190.84
2022-06-28,20278.0,1143.97
2022-06-29,20111.3,1099.51
2022-06-30,19926.6,1069.05
2022-07-01,19262.9,1058.94
2022-07-02,19243.2,1066.6
2022-07-03,19309.9,1074.08
2022-07-04,20215.8,1151.19
2022-07-05,20200.6,1133.9
2022-07-06,20561.1,1186.45
2022-07-07,21637.8,1238.15
2022-07-08,21611.2,1216.33
2022-07-09,21587.5,1216.94
2022-07-10,20847.4,1167.35
2022-07-11,19963.2,1096.43
2022-07-12,19330.9,1038.56
2022-07-13,20250.0,1115.83
2022-07-14,20586.0,1192.75
2022-07-15,20825.1,1231.03
2022-07-16,21209.9,1356.08
2022-07-17,20785.6,1337.85
2022-07-18,22525.8,1584.77
2022-07-19,23410.2,1543.5
2022-07-20,23215.2,1520.64
2022-07-21,23153.0,1575.68
2022-07-22,22675.2,1534.85
2022-07-23,22460.4,1549.61
2022-07-24,22582.1,1598.19
2022-07-25,21301.9,1438.52
2022-07-26,21248.7,1450.7
2022-07-27,22958.3,1636.01
2022-07-28,23850.0,1726.01
2022-07-29,23774.3,1720.77
2022-07-30,23634.2,1695.97
2022-07-31,23303.4,1680.0
2022-08-01,23271.2,1630.1
2022-08-02,22988.6,1631.48
2022-08-03,22820.8,1618.08
2022-08-04,22612.1,1606.94
2022-08-05,23308.2,1737.71
2022-08-06,22944.2,1690.27
2022-08-07,23175.3,1700.29
2022-08-08,23816.3,1778.42
2022-08-09,23146.7,1702.8
2022-08-10,23962.9,1853.46
2022-08-11,23935.3,1880.28
2022-08-12,24398.7,1957.63
2022-08-13,24442.5,1983.5
2022-08-14,24302.8,1935.1
2022-08-15,24101.7,1900.25
2022-08-16,23856.8,1876.7
2022-08-17,23338.0,1834.18
2022-08-18,23203.6,1846.51
2022-08-19,20831.3,1609.48
2022-08-20,21138.9,1575.6
2022-08-21,21517.2,1618.25
2022-08-22,21416.3,1626.75
2022-08-23,21517.2,1664.89
2022-08-24,21365.2,1656.64
2022-08-25,21565.4,1695.37
2022-08-26,20249.9,1508.08
2022-08-27,20033.9,1490.83
2022-08-28,19550.2,1426.25
2022-08-29,20295.8,1552.6
2022-08-30,19792.6,1523.34
2022-08-31,20043.9,1555.12
2022-09-01,20126.1,1585.48
2022-09-02,19952.7,1575.34
2022-09-03,19831.4,1557.55
2022-09-04,19999.9,1578.89
2022-09-05,19793.1,1617.07
2022-09-06,18786.4,1557.85
2022-09-07,19281.5,1629.51
2022-09-08,19317.4,1634.85
2022-09-09,21365.2,1718.81
2022-09-10,21650.4,1774.38
2022-09-11,21834.9,1766.93
2022-09-12,22395.3,1716.42
2022-09-13,20175.5,1574.47
2022-09-14,20222.5,1637.92
2022-09-15,19701.7,1472.64
2022-09-16,19802.4,1434.01
2022-09-17,20113.5,1468.79
2022-09-18,19418.8,1335.01
2022-09-19,19538.9,1376.0
2022-09-20,18872.4,1323.33
2022-09-21,18489.0,1247.74
2022-09-22,19404.0,1326.44
2022-09-23,19293.5,1327.96
2022-09-24,18925.2,1317.0
2022-09-25,18803.2,1294.26
2022-09-26,19225.7,1337.06
2022-09-27,19081.0,1328.23
2022-09-28,19411.0,1337.37
2022-09-29,19593.0,1336.08
2022-09-30,19423.0,1328.73
2022-10-01,19311.9,1311.8
2022-10-02,19052.2,1275.74
2022-10-03,19628.3,1323.41
2022-10-04,20340.2,1361.48
2022-10-05,20157.5,1352.07
2022-10-06,19956.7,1352.27
2022-10-07,19531.3,1330.99
2022-10-08,19415.0,1315.05
2022-10-09,19441.0,1323.41
2022-10-10,19134.6,1290.04
2022-10-11,19059.1,1279.97
2022-10-12,19154.8,1294.57
2022-10-13,19379.8,1287.34
2022-10-14,19181.8,1296.74
2022-10-15,19068.7,1274.57
2022-10-16,19261.9,1305.95
2022-10-17,19548.2,1331.12
2022-10-18,19328.2,1310.81
2022-10-19,19123.9,1285.32
2022-10-20,19042.9,1282.87
2022-10-21,19162.6,1299.76
2022-10-22,19204.8,1313.64
2022-10-23,19571.2,1363.92
2022-10-24,19331.5,1343.88
2022-10-25,20082.7,1459.6
2022-10-26,20769.5,1566.16
2022-10-27,20292.9,1514.19
2022-10-28,20594.4,1554.47
2022-10-29,20809.8,1619.69
2022-10-30,20626.3,1590.47
2022-10-31,20496.3,1572.89
2022-11-01,20483.5,1579.64
2022-11-02,20154.4,1519.04
2022-11-03,20206.4,1531.08
2022-11-04,21145.9,1645.01
2022-11-05,21301.6,1627.07
2022-11-06,20916.3,1570.86
2022-11-07,20589.0,1567.57
2022-11-08,18527.4,1335.25
2022-11-09,15886.9,1100.84
2022-11-10,17589.1,1299.15
2022-11-11,17049.9,1288.63
2022-11-12,16795.2,1256.29
2022-11-13,16324.5,1221.47
2022-11-14,16613.7,1242.64
2022-11-15,16895.1,1253.45
2022-11-16,16540.5,1206.16
2022-11-17,16691.2,1205.17
2022-11-18,16638.3,1207.31
2022-11-19,16699.2,1217.65
2022-11-20,16286.7,1142.88
2022-11-21,15776.2,1107.46
2022-11-22,16212.9,1139.74
2022-11-23,16623.9,1185.79
2022-11-24,16601.2,1203.77
2022-11-25,16512.3,1198.12
2022-11-26,16456.5,1205.15
2022-11-27,16425.6,1193.38
2022-11-28,16211.7,1167.73
2022-11-29,16440.4,1216.55
2022-11-30,17163.9,1294.41
2022-12-01,16972.0,1276.05
2022-12-02,17093.6,1295.69
2022-12-03,16884.5,1240.46
2022-12-04,17112.6,1279.74
2022-12-05,16966.5,1259.56
2022-12-06,17089.3,1271.26
2022-12-07,16835.2,1231.04
2022-12-08,17225.7,1280.29
2022-12-09,17125.7,1262.86
2022-12-10,17127.2,1266.62
2022-12-11,17093.3,1263.42
2022-12-12,17210.4,1275.02
2022-12-13,17778.6,1320.76
2022-12-14,17796.4,1307.3
2022-12-15,17356.1,1266.32
2022-12-16,16629.6,1166.7
2022-12-17,16777.1,1187.18
2022-12-18,16741.1,1182.7
2022-12-19,16441.3,1167.8
2022-12-20,16902.8,1217.2
2022-12-21,16831.8,1213.85
2022-12-22,16820.6,1217.57
2022-12-23,16779.1,1220.03
2022-12-24,16837.2,1220.46
2022-12-25,16831.8,1218.69
2022-12-26,16918.1,1227.65
2022-12-27,16706.1,1211.6
2022-12-28,16546.2,1189.98
2022-12-29,16636.4,1200.84
2022-12-30,16607.2,1199.8
2022-12-31,16537.4,1195.67
2023-01-01,16618.4,1200.52
2023-01-02,16674.3,1213.93
2023-01-03,16674.2,1214.57
2023-01-04,16852.1,1256.92
2023-01-05,16829.8,1250.95
2023-01-06,16950.9,1269.14
2023-01-07,16943.6,1263.9
2023-01-08,17119.0,1288.38
2023-01-09,17180.1,1320.51
2023-01-10,17439.1,1335.13
2023-01-11,17942.3,1389.84
2023-01-12,18851.3,1416.08
2023-01-13,19927.0,1450.86
2023-01-14,20958.2,1550.02
2023-01-15,20879.8,1552.69
2023-01-16,21184.2,1576.94
2023-01-17,21137.1,1564.67
2023-01-18,20670.6,1511.31
2023-01-19,21081.2,1551.62
2023-01-20,22677.2,1659.98
2023-01-21,22775.7,1625.53
2023-01-22,22707.8,1627.03
2023-01-23,22915.5,1626.53
2023-01-24,22632.5,1556.15
2023-01-25,23055.1,1611.2
2023-01-26,23016.0,1602.55
2023-01-27,23074.6,1597.6
2023-01-28,23027.9,1573.07
2023-01-29,23753.1,1645.97
2023-01-30,22832.2,1566.5
2023-01-31,23125.1,1585.27
2023-02-01,23725.6,1642.1
2023-02-02,23427.6,1641.71
2023-02-03,23431.2,1663.79
2023-02-04,23323.8,1666.9
2023-02-05,22936.0,1629.44
2023-02-06,22761.8,1613.72
2023-02-07,23251.7,1671.4
2023-02-08,22964.6,1650.99
2023-02-09,21792.5,1545.35
2023-02-10,21635.0,1513.82
2023-02-11,21859.8,1538.34
2023-02-12,21786.8,1515.44
2023-02-13,21772.6,1505.84
2023-02-14,22198.5,1555.46
2023-02-15,24327.9,1675.43
2023-02-16,23539.6,1640.66
2023-02-17,24573.5,1693.96
2023-02-18,24631.4,1691.62
2023-02-19,24302.9,1681.52
2023-02-20,24839.5,1703.27
2023-02-21,24450.7,1659.41
2023-02-22,24186.6,1643.39
2023-02-23,23936.3,1650.52
2023-02-24,23191.5,1608.24
2023-02-25,23166.1,1594.66
2023-02-26,23558.7,1641.6
2023-02-27,23494.1,1633.66
2023-02-28,23130.5,1604.69
2023-03-01,23642.2,1666.09
2023-03-02,23465.4,1647.38
2023-03-03,22354.4,1568.89
2023-03-04,22347.1,1566.73
2023-03-05,22428.3,1564.37
2023-03-06,22410.0,1565.84
2023-03-07,22197.8,1561.78
2023-03-08,21710.8,1533.04
2023-03-09,20361.8,1438.5
2023-03-10,20156.7,1426.75
2023-03-11,20467.5,1471.15
2023-03-12,21994.8,1580.24
2023-03-13,24114.4,1673.93
2023-03-14,24699.7,1700.15
2023-03-15,24282.7,1649.65
2023-03-16,25004.1,1673.85
2023-03-17,27391.8,1789.38
2023-03-18,26914.5,1758.7
2023-03-19,27958.7,1779.47
2023-03-20,27720.5,1732.31
2023-03-21,28114.0,1803.54
2023-03-22,27261.7,1734.48
2023-03-23,28310.7,1814.08
2023-03-24,27462.2,1749.26
2023-03-25,27475.6,1742.34
2023-03-26,27973.5,1774.06
2023-03-27,27129.8,1714.65
2023-03-28,27262.2,1772.63
2023-03-29,28350.4,1793.27
2023-03-30,28029.5,1793.59
2023-03-31,28473.7,1821.62
2023-04-01,28456.1,1820.78
2023-04-02,28198.3,1795.01
2023-04-03,27802.1,1810.77
2023-04-04,28164.4,1870.52
