Дата,Цена Bitcoin,Цена Ethereum
2018-08-14,6190.2,278.19
2018-08-15,6256.9,281.12
2018-08-16,6306.7,286.76
2018-08-17,6581.7,316.9
2018-08-18,6379.1,293.89
2018-08-19,6481.5,299.33
2018-08-20,6268.1,271.08
2018-08-21,6482.2,280.9
2018-08-22,6359.6,269.84
2018-08-23,6521.2,276.12
2018-08-24,6680.4,281.29
2018-08-25,6734.8,277.61
2018-08-26,6712.7,274.46
2018-08-27,6897.6,286.57
2018-08-28,7074.6,295.62
2018-08-29,7029.1,288.42
2018-08-30,6993.7,283.97
2018-08-31,7033.8,281.94
2018-09-01,7189.6,295.31
2018-09-02,7293.9,295.05
2018-09-03,7264.2,288.92
2018-09-04,7377.5,285.17
2018-09-05,6706.8,228.77
2018-09-06,6514.0,229.6
2018-09-07,6390.9,215.6
2018-09-08,6184.3,196.79
2018-09-09,6238.5,195.8
2018-09-10,6321.0,197.04
2018-09-11,6293.9,185.07
2018-09-12,6338.0,182.98
2018-09-13,6482.9,211.0
2018-09-14,6483.7,209.98
2018-09-15,6519.0,221.94
2018-09-16,6500.2,220.2
2018-09-17,6251.9,196.24
2018-09-18,6342.0,209.03
2018-09-19,6390.4,209.74
2018-09-20,6489.2,224.42
2018-09-21,6766.7,247.92
2018-09-22,6729.6,240.82
2018-09-23,6704.1,244.67
2018-09-24,6584.1,228.01
2018-09-25,6445.1,219.04
2018-09-26,6468.1,214.35
2018-09-27,6689.2,229.15
2018-09-28,6636.0,221.77
2018-09-29,6603.9,231.87
2018-09-30,6635.2,232.8
2018-10-01,6608.2,231.77
2018-10-02,6549.9,225.84
2018-10-03,6507.8,220.51
2018-10-04,6584.2,222.57
2018-10-05,6639.1,228.34
2018-10-06,6596.3,225.18
2018-10-07,6611.0,226.11
2018-10-08,6669.6,229.84
2018-10-09,6650.8,228.25
2018-10-10,6618.0,226.3
2018-10-11,6239.1,190.89
2018-10-12,6291.3,196.7
2018-10-13,6321.7,201.22
2018-10-14,6326.8,197.08
2018-10-15,6699.8,214.26
2018-10-16,6705.3,215.06
2018-10-17,6686.6,213.46
2018-10-18,6574.1,206.58
2018-10-19,6512.0,204.97
2018-10-20,6572.2,208.04
2018-10-21,6583.0,207.37
2018-10-22,6555.8,206.77
2018-10-23,6528.7,205.68
2018-10-24,6530.7,205.12
2018-10-25,6507.0,204.11
2018-10-26,6510.0,204.58
2018-10-27,6494.2,204.36
2018-10-28,6486.1,204.99
2018-10-29,6335.0,197.05
2018-10-30,6325.7,197.39
2018-10-31,6365.9,198.59
2018-11-01,6400.5,198.17
2018-11-02,6424.7,202.66
2018-11-03,6386.2,200.23
2018-11-04,6478.2,211.86
2018-11-05,6459.7,210.67
2018-11-06,6502.8,220.22
2018-11-07,6565.3,218.8
2018-11-08,6474.0,212.87
2018-11-09,6412.0,211.39
2018-11-10,6427.1,213.21
2018-11-11,6446.1,213.18
2018-11-12,6435.0,212.79
2018-11-13,6429.2,210.44
2018-11-14,5842.4,187.46
2018-11-15,5718.9,184.1
2018-11-16,5636.2,177.01
2018-11-17,5621.8,176.53
2018-11-18,5658.3,178.65
2018-11-19,4883.8,150.12
2018-11-20,4524.6,132.92
2018-11-21,4638.7,137.72
2018-11-22,4356.0,126.12
2018-11-23,4398.0,124.64
2018-11-24,3920.4,114.43
2018-11-25,4062.2,118.04
2018-11-26,3837.0,110.08
2018-11-27,3866.5,111.18
2018-11-28,4265.4,122.74
2018-11-29,4296.5,117.85
2018-11-30,4039.7,113.77
2018-12-01,4196.2,118.23
2018-12-02,4160.4,116.41
2018-12-03,3897.8,108.66
2018-12-04,3958.5,110.09
2018-12-05,3771.6,102.33
2018-12-06,3508.6,90.86
2018-12-07,3422.2,93.27
2018-12-08,3430.4,90.57
2018-12-09,3567.5,93.62
2018-12-10,3460.5,90.17
2018-12-11,3407.7,88.32
2018-12-12,3466.1,89.62
2018-12-13,3315.3,86.31
2018-12-14,3247.8,83.81
2018-12-15,3228.7,83.9
2018-12-16,3247.9,84.72
2018-12-17,3526.1,94.37
2018-12-18,3668.0,100.66
2018-12-19,3687.1,99.37
2018-12-20,4076.0,114.61
2018-12-21,3850.9,108.18
2018-12-22,3964.4,115.84
2018-12-23,3944.4,129.6
2018-12-24,4026.1,139.23
2018-12-25,3762.5,128.39
2018-12-26,3793.7,130.06
2018-12-27,3586.9,114.56
2018-12-28,3861.6,136.61
2018-12-29,3706.8,133.67
2018-12-30,3815.0,138.45
2018-12-31,3709.4,131.9
2019-01-01,3809.4,139.61
2019-01-02,3873.8,152.95
2019-01-03,3780.1,146.94
2019-01-04,3802.7,152.86
2019-01-05,3785.4,153.49
2019-01-06,4004.1,154.96
2019-01-07,3985.9,149.96
2019-01-08,3971.0,148.41
2019-01-09,3978.0,148.79
2019-01-10,3603.7,125.63
2019-01-11,3616.5,125.15
2019-01-12,3597.2,123.75
2019-01-13,3490.2,114.64
2019-01-14,3638.1,127.53
2019-01-15,3571.3,119.62
2019-01-16,3588.0,121.72
2019-01-17,3626.4,122.03
2019-01-18,3605.6,119.34
2019-01-19,3677.8,123.02
2019-01-20,3542.3,117.52
2019-01-21,3536.7,116.05
2019-01-22,3580.1,118.23
2019-01-23,3561.5,116.84
2019-01-24,3574.3,116.71
2019-01-25,3572.0,115.5
2019-01-26,3570.9,115.83
2019-01-27,3555.6,112.5
2019-01-28,3442.8,105.82
2019-01-29,3414.8,104.79
2019-01-30,3460.0,108.52
2019-01-31,3437.2,106.71
2019-02-01,3467.9,106.98
2019-02-02,3502.5,110.68
2019-02-03,3459.1,107.62
2019-02-04,3462.8,107.9
2019-02-05,3468.4,107.37
2019-02-06,3404.3,104.63
2019-02-07,3397.7,104.55
2019-02-08,3661.7,119.23
2019-02-09,3661.4,119.44
2019-02-10,3679.0,124.92
2019-02-11,3631.8,121.3
2019-02-12,3632.0,122.64
2019-02-13,3611.5,122.22
2019-02-14,3592.6,120.97
2019-02-15,3604.7,121.73
2019-02-16,3616.8,122.87
2019-02-17,3664.2,133.79
2019-02-18,3896.0,145.8
2019-02-19,3914.3,144.01
2019-02-20,3972.4,149.11
2019-02-21,3936.6,145.78
2019-02-22,3965.2,147.97
2019-02-23,4120.4,158.3
2019-02-24,3755.2,132.93
2019-02-25,3833.7,138.27
2019-02-26,3810.3,136.67
2019-02-27,3814.6,135.2
2019-02-28,3816.6,135.47
2019-03-01,3821.9,135.72
2019-03-02,3823.1,132.76
2019-03-03,3809.5,131.01
2019-03-04,3715.9,125.97
2019-03-05,3857.2,136.82
2019-03-06,3863.0,137.62
2019-03-07,3875.1,136.93
2019-03-08,3865.9,133.85
2019-03-09,3944.3,137.52
2019-03-10,3915.2,135.72
2019-03-11,3870.3,132.99
2019-03-12,3886.0,133.8
2019-03-13,3865.1,131.97
2019-03-14,3879.0,132.45
2019-03-15,3924.3,136.75
2019-03-16,4006.4,141.15
2019-03-17,3981.5,138.91
2019-03-18,3990.2,137.92
2019-03-19,4017.0,138.72
2019-03-20,4041.2,139.31
2019-03-21,3982.2,135.11
2019-03-22,3990.4,136.42
2019-03-23,4002.5,137.53
2019-03-24,3994.7,136.44
2019-03-25,3937.0,134.25
2019-03-26,3942.8,134.37
2019-03-27,4041.7,139.65
2019-03-28,4025.6,138.15
2019-03-29,4102.2,143.38
2019-03-30,4111.8,142.65
2019-03-31,4102.3,141.79
2019-04-01,4145.1,141.5
2019-04-02,4859.3,163.47
2019-04-03,4968.7,160.34
2019-04-04,4902.4,157.43
2019-04-05,5010.2,164.93
2019-04-06,5046.2,165.55
2019-04-07,5173.6,174.33
2019-04-08,5245.2,179.16
2019-04-09,5158.4,175.09
2019-04-10,5307.8,177.37
2019-04-11,5022.6,164.36
2019-04-12,5054.2,163.47
2019-04-13,5051.8,163.19
2019-04-14,5134.8,167.29
2019-04-15,5032.3,160.17
2019-04-16,5180.9,165.65
2019-04-17,5208.3,165.9
2019-04-18,5264.7,173.33
2019-04-19,5241.0,172.79
2019-04-20,5290.2,172.73
2019-04-21,5243.5,168.52
2019-04-22,5346.7,170.87
2019-04-23,5511.6,169.95
2019-04-24,5415.6,165.22
2019-04-25,5209.1,155.18
2019-04-26,5298.3,157.97
2019-04-27,5265.9,159.41
2019-04-28,5302.3,158.27
2019-04-29,5235.0,154.93
2019-04-30,5320.8,161.8
2019-05-01,5384.2,160.38
2019-05-02,5493.8,161.66
2019-05-03,5766.8,167.86
2019-05-04,5830.9,163.68
2019-05-05,5774.9,163.03
2019-05-06,5745.1,173.0
2019-05-07,5849.5,169.34
2019-05-08,5990.3,170.77
2019-05-09,6191.5,170.84
2019-05-10,6386.0,172.77
2019-05-11,7190.3,192.27
2019-05-12,6984.8,188.07
2019-05-13,7806.0,196.02
2019-05-14,7994.6,217.42
2019-05-15,8164.6,248.15
2019-05-16,7871.8,264.69
2019-05-17,7359.5,244.45
2019-05-18,7262.6,233.89
2019-05-19,8157.2,259.63
2019-05-20,7965.3,250.72
2019-05-21,7930.3,253.76
2019-05-22,7635.7,244.34
2019-05-23,7852.1,244.68
2019-05-24,7970.1,249.17
2019-05-25,8027.4,250.68
2019-05-26,8630.2,264.68
2019-05-27,8760.1,270.98
2019-05-28,8716.3,271.18
2019-05-29,8647.8,268.61
2019-05-30,8271.9,254.52
2019-05-31,8558.3,267.99
2019-06-01,8545.7,264.31
2019-06-02,8728.6,269.01
2019-06-03,8124.8,250.37
2019-06-04,7685.5,241.26
2019-06-05,7779.1,245.83
2019-06-06,7784.9,248.54
2019-06-07,7985.2,248.98
2019-06-08,7901.4,243.42
2019-06-09,7635.0,231.27
2019-06-10,7987.8,246.86
2019-06-11,7888.0,244.41
2019-06-12,8133.1,261.54
2019-06-13,8219.0,254.86
2019-06-14,8656.1,262.53
2019-06-15,8812.5,267.75
2019-06-16,8962.5,267.98
2019-06-17,9318.8,273.0
2019-06-18,9080.6,264.59
2019-06-19,9255.4,268.26
2019-06-20,9517.0,271.43
2019-06-21,10179.3,294.72
2019-06-22,10721.7,310.38
2019-06-23,10897.1,308.53
2019-06-24,11046.4,311.46
2019-06-25,11809.9,317.65
2019-06-26,13063.8,338.54
2019-06-27,11287.8,297.55
2019-06-28,12409.1,310.56
2019-06-29,11906.5,318.48
2019-06-30,10818.6,292.21
2019-07-01,10616.6,294.83
2019-07-02,10835.9,291.41
2019-07-03,11900.8,300.58
2019-07-04,11163.1,283.43
2019-07-05,10970.2,287.15
2019-07-06,11268.0,288.08
2019-07-07,11415.9,304.88
2019-07-08,12252.6,312.23
2019-07-09,12541.5,307.41
2019-07-10,12110.6,289.1
2019-07-11,11342.3,268.72
2019-07-12,11762.1,274.68
2019-07-13,11364.9,269.16
2019-07-14,10200.1,226.62
2019-07-15,10845.9,228.49
2019-07-16,9424.8,198.87
2019-07-17,9723.2,210.95
2019-07-18,10651.4,225.23
2019-07-19,10571.5,220.09
2019-07-20,10826.7,227.86
2019-07-21,10714.4,225.01
2019-07-22,10412.5,217.27
2019-07-23,9888.7,211.87
2019-07-24,9804.3,215.44
2019-07-25,9945.3,217.65
2019-07-26,9831.0,217.83
2019-07-27,9492.1,206.62
2019-07-28,9727.8,210.37
2019-07-29,9580.9,209.82
2019-07-30,9580.7,208.49
2019-07-31,10082.0,217.23
2019-08-01,10380.0,216.37
2019-08-02,10520.1,216.54
2019-08-03,10815.7,220.89
2019-08-04,10934.6,220.72
2019-08-05,11816.8,232.45
2019-08-06,11480.9,225.63
2019-08-07,12013.9,224.66
2019-08-08,12191.6,220.16
2019-08-09,12089.8,209.49
2019-08-10,11314.5,205.93
2019-08-11,11517.2,215.83
2019-08-12,11394.2,210.45
2019-08-13,10892.9,207.68
2019-08-14,10049.4,186.56
2019-08-15,10303.4,187.8
2019-08-16,10335.6,184.55
2019-08-17,10218.1,184.81
2019-08-18,10312.7,193.68
2019-08-19,10910.7,201.64
2019-08-20,10752.6,196.14
2019-08-21,10141.5,187.24
2019-08-22,10105.0,190.29
2019-08-23,10388.7,193.43
2019-08-24,10131.0,190.15
2019-08-25,10136.3,186.3
2019-08-26,10371.8,188.34
2019-08-27,10184.8,186.58
2019-08-28,9729.4,172.85
2019-08-29,9491.0,168.66
2019-08-30,9585.4,168.16
2019-08-31,9594.4,171.62
2019-09-01,9729.3,169.72
2019-09-02,10348.8,178.11
2019-09-03,10612.3,178.81
2019-09-04,10568.2,174.79
2019-09-05,10566.9,173.83
2019-09-06,10309.3,169.15
2019-09-07,10461.1,177.74
2019-09-08,10402.8,181.44
2019-09-09,10309.0,180.65
2019-09-10,10105.4,180.05
2019-09-11,10162.5,178.47
2019-09-12,10415.1,180.87
2019-09-13,10342.1,181.11
2019-09-14,10337.3,188.16
2019-09-15,10311.5,189.1
2019-09-16,10255.5,197.32
2019-09-17,10195.7,207.77
2019-09-18,10164.7,210.43
2019-09-19,10250.5,220.21
2019-09-20,10172.7,218.0
2019-09-21,9993.0,215.22
2019-09-22,10031.6,211.13
2019-09-23,9702.2,201.18
2019-09-24,8513.9,166.29
2019-09-25,8432.4,168.92
2019-09-26,8063.8,164.56
2019-09-27,8184.9,173.19
2019-09-28,8208.5,173.62
2019-09-29,8049.1,169.29
2019-09-30,8284.3,180.35
2019-10-01,8302.7,175.78
2019-10-02,8364.1,180.27
2019-10-03,8226.9,174.54
2019-10-04,8148.1,175.65
2019-10-05,8127.3,176.43
2019-10-06,7881.9,170.55
2019-10-07,8198.6,179.87
2019-10-08,8182.9,180.78
2019-10-09,8566.7,192.64
2019-10-10,8562.3,191.1
2019-10-11,8267.8,180.6
2019-10-12,8304.4,179.87
2019-10-13,8281.5,181.11
2019-10-14,8353.3,186.63
2019-10-15,8167.2,180.59
2019-10-16,8000.4,174.53
2019-10-17,8073.3,177.31
2019-10-18,7948.5,172.81
2019-10-19,7957.3,171.91
2019-10-20,8223.4,175.14
2019-10-21,8208.2,174.18
2019-10-22,8031.4,171.42
2019-10-23,7477.0,162.28
2019-10-24,7422.7,160.73
2019-10-25,8658.3,181.49
2019-10-26,9230.6,179.62
2019-10-27,9529.6,184.05
2019-10-28,9207.2,181.67
2019-10-29,9411.3,190.45
2019-10-30,9157.9,183.25
2019-10-31,9152.6,182.37
2019-11-01,9230.1,183.12
2019-11-02,9300.6,183.01
2019-11-03,9198.3,181.7
2019-11-04,9396.4,185.85
2019-11-05,9310.8,188.67
2019-11-06,9338.9,191.28
2019-11-07,9223.5,186.94
2019-11-08,8778.2,184.03
2019-11-09,8804.5,184.96
2019-11-10,9036.8,188.99
2019-11-11,8736.9,185.09
2019-11-12,8812.6,186.99
2019-11-13,8783.1,188.36
2019-11-14,8661.2,185.25
2019-11-15,8476.3,180.19
2019-11-16,8497.3,182.42
2019-11-17,8509.8,184.18
2019-11-18,8208.4,178.5
2019-11-19,8145.7,176.09
2019-11-20,8099.3,174.96
2019-11-21,7627.9,161.46
2019-11-22,7272.5,149.8
2019-11-23,7324.1,152.46
2019-11-24,6924.7,140.66
2019-11-25,7115.6,145.9
2019-11-26,7162.8,147.61
2019-11-27,7510.6,152.7
2019-11-28,7426.7,151.07
2019-11-29,7742.7,154.55
2019-11-30,7546.6,151.95
2019-12-01,7396.4,151.04
2019-12-02,7298.2,148.89
2019-12-03,7291.8,147.82
2019-12-04,7204.4,145.79
2019-12-05,7399.2,148.69
2019-12-06,7530.8,148.89
2019-12-07,7510.9,148.28
2019-12-08,7524.4,151.17
2019-12-09,7355.8,147.88
2019-12-10,7235.7,145.86
2019-12-11,7208.0,143.51
2019-12-12,7208.0,145.03
2019-12-13,7255.2,144.96
2019-12-14,7080.8,142.03
2019-12-15,7128.5,142.53
2019-12-16,6903.5,132.78
2019-12-17,6613.3,122.06
2019-12-18,7276.0,132.92
2019-12-19,7165.5,128.42
2019-12-20,7196.4,128.7
2019-12-21,7156.2,127.61
2019-12-22,7495.8,132.19
2019-12-23,7322.8,128.08
2019-12-24,7268.3,128.05
2019-12-25,7224.8,125.24
2019-12-26,7210.9,125.93
2019-12-27,7261.7,126.41
2019-12-28,7321.5,128.35
2019-12-29,7397.5,134.4
2019-12-30,7261.8,131.83
2019-12-31,7196.4,129.21
2020-01-01,7199.8,130.75
2020-01-02,6967.0,127.19
2020-01-03,7343.1,134.27
2020-01-04,7376.8,134.33
2020-01-05,7372.5,135.59
2020-01-06,7759.1,144.08
2020-01-07,8155.7,143.04
2020-01-08,8059.6,140.81
2020-01-09,7842.4,137.92
2020-01-10,8187.1,144.81
2020-01-11,8024.1,142.67
2020-01-12,8187.6,146.46
2020-01-13,8111.4,143.6
2020-01-14,8829.2,166.07
2020-01-15,8818.3,166.45
2020-01-16,8726.9,164.36
2020-01-17,8913.1,170.22
2020-01-18,8916.3,174.19
2020-01-19,8706.2,166.92
2020-01-20,8641.9,166.87
2020-01-21,8732.6,169.41
2020-01-22,8678.5,168.13
2020-01-23,8405.1,162.8
2020-01-24,8439.9,162.55
2020-01-25,8341.6,160.44
2020-01-26,8607.8,167.9
2020-01-27,8866.6,170.27
2020-01-28,9377.3,175.74
2020-01-29,9298.9,173.86
2020-01-30,9507.3,184.59
2020-01-31,9349.1,179.91
2020-02-01,9381.6,183.64
2020-02-02,9334.9,188.5
2020-02-03,9296.6,189.79
2020-02-04,9193.9,188.93
2020-02-05,9611.8,203.83
2020-02-06,9772.0,213.16
2020-02-07,9818.6,223.51
2020-02-08,9895.5,223.23
2020-02-09,10151.5,228.59
2020-02-10,9854.1,222.95
2020-02-11,10229.5,236.76
2020-02-12,10317.7,265.58
2020-02-13,10235.1,268.75
2020-02-14,10333.0,285.25
2020-02-15,9907.7,264.87
2020-02-16,9932.3,259.99
2020-02-17,9701.4,267.63
2020-02-18,10158.4,282.26
2020-02-19,9609.4,259.12
2020-02-20,9602.4,257.39
2020-02-21,9684.5,265.11
2020-02-22,9655.7,261.64
2020-02-23,9942.7,274.72
2020-02-24,9662.7,265.65
2020-02-25,9317.2,246.96
2020-02-26,8800.3,224.3
2020-02-27,8818.6,227.53
2020-02-28,8697.5,226.93
2020-02-29,8543.7,217.52
2020-03-01,8540.0,217.99
2020-03-02,8904.8,231.87
2020-03-03,8761.4,223.94
2020-03-04,8757.9,224.38
2020-03-05,9060.3,228.45
2020-03-06,9134.8,244.9
2020-03-07,8887.8,237.32
2020-03-08,8034.1,199.16
2020-03-09,7933.0,202.85
2020-03-10,7891.2,200.56
2020-03-11,7935.1,194.58
2020-03-12,4826.0,107.9
2020-03-13,5584.3,133.99
2020-03-14,5182.7,122.69
2020-03-15,5366.3,124.35
2020-03-16,5030.0,111.02
2020-03-17,5261.1,116.06
2020-03-18,5361.4,117.77
2020-03-19,6172.0,135.43
2020-03-20,6205.3,133.32
2020-03-21,6186.2,132.58
2020-03-22,5822.1,122.41
2020-03-23,6468.9,136.02
2020-03-24,6744.6,138.62
2020-03-25,6678.9,136.07
2020-03-26,6725.1,138.38
2020-03-27,6373.4,131.74
2020-03-28,6233.7,131.03
2020-03-29,5890.4,125.24
2020-03-30,6391.0,132.15
2020-03-31,6412.5,132.86
2020-04-01,6638.5,135.66
2020-04-02,6800.5,141.3
2020-04-03,6735.9,141.14
2020-04-04,6857.4,144.01
2020-04-05,6772.7,142.58
2020-04-06,7332.3,171.06
2020-04-07,7185.2,164.71
2020-04-08,7361.2,173.0
2020-04-09,7289.0,169.68
2020-04-10,6863.1,157.86
2020-04-11,6867.8,158.18
2020-04-12,6917.6,158.73
2020-04-13,6841.3,156.38
2020-04-14,6850.9,158.45
2020-04-15,6629.1,152.9
2020-04-16,7085.6,172.31
2020-04-17,7035.8,170.63
2020-04-18,7230.8,187.45
2020-04-19,7122.9,180.13
2020-04-20,6833.5,170.4
2020-04-21,6842.5,170.79
2020-04-22,7112.9,182.72
2020-04-23,7488.5,185.46
2020-04-24,7503.8,187.58
2020-04-25,7540.4,194.01
2020-04-26,7678.9,197.35
2020-04-27,7766.0,196.14
2020-04-28,7746.9,196.55
2020-04-29,8770.9,215.4
2020-04-30,8629.0,206.22
2020-05-01,8821.6,212.0
2020-05-02,8966.3,213.96
2020-05-03,8885.5,209.83
2020-05-04,8874.7,206.61
2020-05-05,9001.0,205.36
2020-05-06,9151.4,199.04
2020-05-07,9979.8,212.0
2020-05-08,9806.2,211.45
2020-05-09,9554.6,210.22
2020-05-10,8738.8,187.78
2020-05-11,8579.8,185.96
2020-05-12,8813.8,189.84
2020-05-13,9298.7,199.58
2020-05-14,9778.4,203.3
2020-05-15,9318.0,194.85
2020-05-16,9379.5,200.51
2020-05-17,9677.7,207.0
2020-05-18,9730.7,214.87
2020-05-19,9773.3,214.51
2020-05-20,9512.3,209.99
2020-05-21,9059.0,198.75
2020-05-22,9169.7,207.35
2020-05-23,9177.0,206.62
2020-05-24,8728.2,199.97
2020-05-25,8898.2,204.13
2020-05-26,8842.5,201.0
2020-05-27,9199.1,208.18
2020-05-28,9572.2,220.18
2020-05-29,9424.8,220.66
2020-05-30,9692.5,243.63
2020-05-31,9454.8,231.81
2020-06-01,10189.3,247.97
2020-06-02,9527.6,237.94
2020-06-03,9667.2,244.52
2020-06-04,9794.4,243.37
2020-06-05,9631.2,240.23
2020-06-06,9669.6,242.0
2020-06-07,9742.6,244.56
2020-06-08,9777.9,246.18
2020-06-09,9768.8,243.82
2020-06-10,9878.8,247.78
2020-06-11,9283.2,230.71
2020-06-12,9466.6,237.54
2020-06-13,9471.3,238.22
2020-06-14,9345.3,232.02
2020-06-15,9425.4,230.93
2020-06-16,9523.5,235.36
2020-06-17,9464.6,233.88
2020-06-18,9388.1,231.34
2020-06-19,9314.0,229.11
2020-06-20,9358.8,228.86
2020-06-21,9296.4,228.13
2020-06-22,9683.7,243.25
2020-06-23,9624.6,243.2
2020-06-24,9302.0,234.75
2020-06-25,9247.5,232.56
2020-06-26,9160.0,229.67
2020-06-27,9008.3,221.06
2020-06-28,9124.0,225.09
2020-06-29,9185.4,227.87
2020-06-30,9135.4,225.63
2020-07-01,9229.9,230.95
2020-07-02,9085.1,226.42
2020-07-03,9067.1,225.12
2020-07-04,9134.4,229.15
2020-07-05,9081.0,227.98
2020-07-06,9339.0,241.56
2020-07-07,9256.0,239.25
2020-07-08,9429.9,246.99
2020-07-09,9235.7,242.02
2020-07-10,9285.1,241.26
2020-07-11,9233.3,239.2
2020-07-12,9300.8,242.75
2020-07-13,9243.6,239.73
2020-07-14,9253.4,240.5
2020-07-15,9198.7,238.62
2020-07-16,9135.3,233.65
2020-07-17,9155.8,232.75
2020-07-18,9170.2,235.75
2020-07-19,9208.0,239.01
2020-07-20,9162.4,236.1
2020-07-21,9387.3,245.53
2020-07-22,9513.7,263.28
2020-07-23,9599.6,275.34
2020-07-24,9546.4,279.33
2020-07-25,9704.1,305.32
2020-07-26,9932.5,311.13
2020-07-27,11022.8,321.8
2020-07-28,10908.5,316.96
2020-07-29,11105.9,317.82
2020-07-30,11096.2,334.87
2020-07-31,11333.4,346.51
2020-08-01,11803.1,387.14
2020-08-02,11066.8,372.08
2020-08-03,11224.4,385.8
2020-08-04,11184.7,389.62
2020-08-05,11735.1,400.79
2020-08-06,11757.1,394.83
2020-08-07,11592.0,379.57
2020-08-08,11764.3,396.76
2020-08-09,11681.2,390.23
2020-08-10,11889.2,395.53
2020-08-11,11390.4,379.01
2020-08-12,11557.2,387.12
2020-08-13,11770.9,424.31
2020-08-14,11750.8,438.03
2020-08-15,11845.3,432.18
2020-08-16,11899.0,433.63
2020-08-17,12282.6,430.56
2020-08-18,11947.6,422.16
2020-08-19,11750.2,407.44
2020-08-20,11856.9,416.05
2020-08-21,11529.2,387.99
2020-08-22,11661.3,395.56
2020-08-23,11641.6,390.5
2020-08-24,11753.5,407.7
2020-08-25,11324.8,383.2
2020-08-26,11462.3,385.96
2020-08-27,11327.4,383.11
2020-08-28,11527.4,395.11
2020-08-29,11468.1,398.8
2020-08-30,11702.0,428.86
2020-08-31,11644.2,433.9
2020-09-01,11914.9,475.8
2020-09-02,11413.3,439.08
2020-09-03,10168.8,381.97
2020-09-04,10472.5,385.94
2020-09-05,10092.2,334.91
2020-09-06,10296.4,353.49
2020-09-07,10376.9,352.06
2020-09-08,10126.6,337.46
2020-09-09,10224.6,351.1
2020-09-10,10339.7,367.92
2020-09-11,10390.2,373.72
2020-09-12,10441.9,387.98
2020-09-13,10326.0,365.71
2020-09-14,10675.3,376.7
2020-09-15,10785.3,364.01
2020-09-16,10949.5,364.88
2020-09-17,10941.3,388.97
2020-09-18,10933.0,384.2
2020-09-19,11081.8,385.25
2020-09-20,10921.5,371.12
2020-09-21,10416.8,341.3
2020-09-22,10531.5,344.03
2020-09-23,10237.3,319.95
2020-09-24,10739.4,349.17
2020-09-25,10688.8,351.63
2020-09-26,10727.9,354.25
2020-09-27,10776.2,357.23
2020-09-28,10693.2,354.08
2020-09-29,10840.9,359.86
2020-09-30,10776.1,359.39
2020-10-01,10620.5,353.07
2020-10-02,10572.3,345.68
2020-10-03,10544.2,345.6
2020-10-04,10672.9,352.73
2020-10-05,10789.5,353.28
2020-10-06,10602.6,340.61
2020-10-07,10670.9,341.48
2020-10-08,10924.1,350.83
2020-10-09,11054.2,365.28
2020-10-10,11298.4,370.16
2020-10-11,11371.0,374.19
2020-10-12,11533.9,386.68
2020-10-13,11423.8,381.23
2020-10-14,11420.4,379.15
2020-10-15,11503.0,377.45
2020-10-16,11322.0,365.17
2020-10-17,11362.1,368.63
2020-10-18,11506.9,377.81
2020-10-19,11753.4,379.19
2020-10-20,11913.5,368.35
2020-10-21,12808.7,391.2
2020-10-22,12974.6,414.05
2020-10-23,12934.1,408.52
2020-10-24,13117.2,411.92
2020-10-25,13032.2,406.09
2020-10-26,13061.6,394.11
2020-10-27,13657.8,403.15
2020-10-28,13278.9,388.14
2020-10-29,13457.2,386.76
2020-10-30,13559.9,382.41
2020-10-31,13797.3,386.42
2020-11-01,13759.4,396.29
2020-11-02,13561.4,383.53
2020-11-03,14019.9,387.92
2020-11-04,14145.6,402.19
2020-11-05,15587.1,416.63
2020-11-06,15577.9,455.72
2020-11-07,14828.4,435.4
2020-11-08,15483.7,454.68
2020-11-09,15327.2,444.33
2020-11-10,15303.6,450.22
2020-11-11,15695.8,463.33
2020-11-12,16294.7,462.56
2020-11-13,16324.2,476.29
2020-11-14,16071.0,460.7
2020-11-15,15953.0,448.23
2020-11-16,16715.8,460.43
2020-11-17,17662.3,481.95
2020-11-18,17774.6,478.52
2020-11-19,17803.5,471.21
2020-11-20,18675.2,509.98
2020-11-21,18687.2,551.91
2020-11-22,18412.9,559.4
2020-11-23,18379.6,609.22
2020-11-24,19152.6,605.03
2020-11-25,18723.0,569.67
2020-11-26,17162.0,519.32
2020-11-27,17127.1,518.11
2020-11-28,17730.7,537.74
2020-11-29,18185.5,575.45
2020-11-30,19698.1,615.92
2020-12-01,18770.7,585.66
2020-12-02,19218.8,598.05
2020-12-03,19433.3,616.32
2020-12-04,18658.1,567.91
2020-12-05,19146.5,596.68
2020-12-06,19379.9,601.68
2020-12-07,19170.7,591.09
2020-12-08,18326.6,555.05
2020-12-09,18546.0,573.21
2020-12-10,18247.2,558.13
2020-12-11,18023.6,544.17
2020-12-12,18808.9,567.78
2020-12-13,19176.8,591.09
2020-12-14,19273.8,586.19
2020-12-15,19434.9,588.91
2020-12-16,21352.2,637.38
2020-12-17,22825.4,643.17
2020-12-18,23127.9,653.85
2020-12-19,23844.0,658.17
2020-12-20,23474.9,638.26
2020-12-21,22728.5,607.85
2020-12-22,23823.2,637.47
2020-12-23,23257.9,585.69
2020-12-24,23736.5,612.34
2020-12-25,24689.6,626.93
2020-12-26,26454.4,636.58
2020-12-27,26261.3,683.71
2020-12-28,27057.8,730.05
2020-12-29,27376.0,731.76
2020-12-30,28868.7,751.8
2020-12-31,28949.4,735.94
2021-01-01,29359.9,729.12
2021-01-02,32193.3,774.5
